Reference,CIC17,CIC18_FRIDAY-1,CIC18_FRIDAY-2,CIC18_FRIDAY-3,CIC18_THURSDAY-1,CIC18_THURSDAY-2,CIC18_THURSDAY-3,CIC18_TUESDAY,CIC18_WEDNESDAY-1,CIC18_WEDNESDAY-2,CIC18_WEDNESDAY-3
CIC17,0.9963,0.6491,0.9964,0.7289,0.9044,0.9964,0.6441,0.8442,0.7785,0.5029,0.8191
