Reference,CIC17,CIC18_FRIDAY-1,CIC18_FRIDAY-2,CIC18_FRIDAY-3,CIC18_THURSDAY-1,CIC18_THURSDAY-2,CIC18_THURSDAY-3,CIC18_TUESDAY,CIC18_WEDNESDAY-1,CIC18_WEDNESDAY-2,CIC18_WEDNESDAY-3
CIC17,98.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
